"","year","colony","nest","species","date","eggs","chicks","stage","notes"
"6804",2005,vulture,970,greg,2005-05-10,0,NA,NA,NA
"6805",2005,vulture,971,greg,2005-05-10,NA,2,NA,NA
"6806",2005,vulture,972,greg,2005-05-10,NA,1,NA,NA
"6807",2005,vulture,973,greg,2005-05-10,0,NA,NA,NA
"6808",2005,vulture,974,greg,2005-05-10,NA,2,NA,NA
"6809",2005,vulture,975,greg,2005-05-10,0,NA,NA,NA
"6810",2005,vulture,718,greg,2005-05-10,0,NA,NA,NA
"6811",2005,vulture,750,greg,2005-05-10,0,NA,NA,"couldn't find"
"6812",2005,vulture,744,greg,2005-05-10,0,NA,NA,NA
"6813",2005,vulture,976,greg,2005-05-10,NA,2,NA,NA
"6814",2005,vulture,983,greg,2005-05-10,NA,2,NA,NA
"6815",2005,vulture,984,greg,2005-05-10,3,NA,NA,NA
"6816",2005,vulture,985,greg,2005-05-10,1,NA,NA,NA
"6817",2005,vulture,986,greg,2005-05-10,3,NA,NA,NA
"6818",2005,cypress_city,449,greg,2005-05-26,NA,1,NA,NA
"6819",2005,cypress_city,452,greg,2005-05-26,NA,1,NA,NA
"6820",2005,cypress_city,451,greg,2005-05-26,NA,0,NA,NA
"6821",2005,cypress_city,455,gbhe,2005-05-26,NA,2,NA,NA
"6822",2005,cypress_city,457,greg,2005-05-26,NA,1,NA,NA
"6823",2005,cypress_city,458,greg,2005-05-26,NA,2,NA,NA
"6824",2005,cypress_city,460,greg,2005-05-26,NA,2,NA,NA
"6825",2005,cypress_city,459,greg,2005-05-26,1,1,NA,NA
"6826",2005,cypress_city,462,greg,2005-05-26,NA,2,NA,NA
"6827",2005,cypress_city,988,greg,2005-05-26,NA,1,NA,NA
"6828",2005,cypress_city,990,greg,2005-05-26,NA,2,NA,NA
"6829",2005,cypress_city,991,greg,2005-05-26,NA,2,NA,NA
"6830",2005,vacation,906,greg,2005-06-06,NA,1,NA,NA
"6831",2005,vacation,804,greg,2005-06-06,NA,1,NA,"1 small dead chick and 1 live chick in nest"
"6832",2005,alley_north,190,whib,2005-03-19,2,0,NA,"1 dead chick"
"6833",2005,alley_north,191,whib,2005-03-19,0,NA,NA,NA
"6834",2005,alley_north,58,whib,2005-03-19,3,NA,NA,NA
"6835",2005,alley_north,59,smhe,2005-03-19,0,NA,NA,NA
"6836",2005,alley_north,79,greg,2005-03-19,NA,3,NA,"3-4 days old"
"6837",2005,alley_north,122,whib,2005-03-25,NA,3,NA,NA
"6838",2005,alley_north,123,whib,2005-03-25,NA,3,NA,NA
"6839",2005,alley_north,124,whib,2005-03-25,0,NA,NA,NA
"6840",2005,alley_north,125,whib,2005-03-25,0,NA,NA,NA
"6841",2005,alley_north,126,whib,2005-03-25,0,NA,NA,NA
"6842",2005,alley_north,127,whib,2005-03-25,0,NA,NA,NA
"6843",2005,alley_north,128,whib,2005-03-25,0,NA,NA,NA
"6844",2005,alley_north,129,whib,2005-03-25,NA,3,NA,NA
"6845",2005,alley_north,130,whib,2005-03-25,0,NA,NA,"1e dead"
"6846",2005,alley_north,131,whib,2005-03-25,0,NA,NA,NA
"6847",2005,alley_north,132,whib,2005-03-25,0,NA,NA,NA
"6848",2005,alley_north,133,whib,2005-03-25,0,NA,NA,NA
"6849",2005,alley_north,134,whib,2005-03-25,0,NA,NA,NA
"6850",2005,alley_north,135,whib,2005-03-25,2,1,NA,NA
"6851",2005,alley_north,136,whib,2005-03-25,NA,2,NA,NA
"6852",2005,alley_north,137,whib,2005-03-25,NA,2,NA,NA
"6853",2005,alley_north,138,whib,2005-03-25,NA,0,NA,NA
"6854",2005,alley_north,141,whib,2005-03-25,NA,2,NA,NA
"6855",2005,alley_north,142,whib,2005-03-25,0,NA,NA,NA
"6856",2005,alley_north,143,whib,2005-03-25,0,NA,NA,NA
"6857",2005,alley_north,144,whib,2005-03-25,1,2,NA,NA
"6858",2005,alley_north,145,whib,2005-03-25,0,NA,NA,NA
"6859",2005,alley_north,146,whib,2005-03-25,1,2,NA,NA
"6860",2005,alley_north,147,whib,2005-03-25,0,NA,NA,NA
"6861",2005,alley_north,148,whib,2005-03-25,NA,2,NA,NA
"6862",2005,alley_north,149,whib,2005-03-25,0,NA,NA,NA
"6863",2005,alley_north,150,whib,2005-03-25,NA,3,NA,NA
"6864",2005,alley_north,151,whib,2005-03-25,NA,2,NA,NA
"6865",2005,alley_north,152,whib,2005-03-25,0,NA,NA,NA
"6866",2005,alley_north,153,whib,2005-03-25,0,NA,NA,NA
"6867",2005,alley_north,154,whib,2005-03-25,0,NA,NA,NA
"6868",2005,alley_north,155,whib,2005-03-25,1,1,NA,"1e pipping"
"6869",2005,alley_north,156,whib,2005-03-25,0,NA,NA,NA
"6870",2005,alley_north,157,whib,2005-03-25,NA,2,NA,NA
"6871",2005,alley_north,159,whib,2005-03-25,0,NA,NA,NA
"6872",2005,alley_north,160,whib,2005-03-25,0,NA,NA,NA
"6873",2005,alley_north,161,whib,2005-03-25,0,NA,NA,NA
"6874",2005,alley_north,162,whib,2005-03-25,0,NA,NA,NA
"6875",2005,alley_north,163,whib,2005-03-25,0,NA,NA,NA
"6876",2005,alley_north,164,whib,2005-03-25,NA,2,NA,NA
"6877",2005,alley_north,166,whib,2005-03-25,0,NA,NA,NA
"6878",2005,alley_north,167,whib,2005-03-25,0,NA,NA,NA
"6879",2005,alley_north,168,whib,2005-03-25,0,NA,NA,NA
"6880",2005,alley_north,169,whib,2005-03-25,0,NA,NA,NA
"6881",2005,alley_north,170,whib,2005-03-25,NA,3,NA,NA
"6882",2005,alley_north,171,whib,2005-03-25,NA,3,NA,NA
"6883",2005,alley_north,200,whib,2005-03-25,0,NA,NA,NA
"6884",2005,alley_north,201,whib,2005-03-25,NA,2,NA,NA
"6885",2005,alley_north,202,whib,2005-03-25,2,1,NA,NA
"6886",2005,alley_north,203,whib,2005-03-25,0,NA,NA,NA
"6887",2005,alley_north,204,whib,2005-03-25,0,NA,NA,NA
"6888",2005,alley_north,205,whib,2005-03-25,0,NA,NA,NA
"6889",2005,alley_north,206,whib,2005-03-25,0,NA,NA,NA
"6890",2005,alley_north,207,whib,2005-03-25,0,NA,NA,NA
"6891",2005,alley_north,208,whib,2005-03-25,0,NA,NA,NA
"6892",2005,alley_north,209,whib,2005-03-25,0,NA,NA,NA
"6893",2005,alley_north,210,whib,2005-03-25,0,NA,NA,NA
"6894",2005,alley_north,211,whib,2005-03-25,0,NA,NA,NA
"6895",2005,alley_north,212,whib,2005-03-25,0,NA,NA,NA
"6896",2005,alley_north,214,whib,2005-03-25,0,NA,NA,NA
"6897",2005,alley_north,215,whib,2005-03-25,NA,3,NA,NA
"6898",2005,alley_north,216,whib,2005-03-25,1,1,NA,NA
"6899",2005,alley_north,217,whib,2005-03-25,0,NA,NA,NA
"6900",2005,alley_north,218,whib,2005-03-25,0,NA,NA,NA
"6901",2005,alley_north,220,whib,2005-03-25,0,NA,NA,NA
"6902",2005,alley_north,221,whib,2005-03-25,0,NA,NA,NA
"6903",2005,alley_north,222,whib,2005-03-25,NA,3,NA,NA
"6904",2005,alley_north,223,whib,2005-03-25,0,NA,NA,NA
"6905",2005,alley_north,224,whib,2005-03-25,0,NA,NA,NA
"6906",2005,alley_north,226,whib,2005-03-25,1,2,NA,"1e hatching"
"6907",2005,alley_north,227,whib,2005-03-25,0,NA,NA,NA
"6908",2005,alley_north,228,whib,2005-03-25,0,NA,NA,NA
"6909",2005,alley_north,229,whib,2005-03-25,0,NA,NA,NA
"6910",2005,alley_north,230,whib,2005-03-25,NA,3,NA,NA
"6911",2005,alley_north,231,whib,2005-03-25,NA,1,NA,NA
"6912",2005,alley_north,232,whib,2005-03-25,0,NA,NA,NA
"6913",2005,alley_north,233,whib,2005-03-25,0,NA,NA,NA
"6914",2005,alley_north,234,whib,2005-03-25,0,NA,NA,NA
"6915",2005,alley_north,235,whib,2005-03-25,0,NA,NA,NA
"6916",2005,alley_north,236,whib,2005-03-25,0,NA,NA,NA
"6917",2005,alley_north,237,whib,2005-03-25,NA,3,NA,NA
"6918",2005,alley_north,238,whib,2005-03-25,0,NA,NA,NA
"6919",2005,alley_north,239,whib,2005-03-25,0,NA,NA,NA
"6920",2005,alley_north,240,whib,2005-03-25,0,NA,NA,NA
"6921",2005,alley_north,242,whib,2005-03-25,0,NA,NA,NA
"6922",2005,alley_north,243,whib,2005-03-25,NA,2,NA,NA
"6923",2005,alley_north,244,whib,2005-03-25,0,NA,NA,NA
"6924",2005,alley_north,245,whib,2005-03-25,0,NA,NA,NA
"6925",2005,alley_north,246,whib,2005-03-25,0,NA,NA,NA
"6926",2005,alley_north,247,whib,2005-03-25,1,1,NA,NA
"6927",2005,alley_north,248,whib,2005-03-25,0,NA,NA,NA
"6928",2005,alley_north,249,whib,2005-03-25,0,NA,NA,NA
"6929",2005,alley_north,250,whib,2005-03-25,0,NA,NA,NA
"6930",2005,alley_north,251,whib,2005-03-25,0,NA,NA,NA
"6931",2005,alley_north,253,whib,2005-03-25,0,NA,NA,NA
"6932",2005,alley_north,254,whib,2005-03-25,0,NA,NA,NA
"6933",2005,alley_north,255,whib,2005-03-25,0,NA,NA,NA
"6934",2005,alley_north,256,whib,2005-03-25,0,NA,NA,NA
"6935",2005,alley_north,317,whib,2005-03-25,0,NA,NA,NA
"6936",2005,alley_north,318,whib,2005-03-25,0,NA,NA,NA
"6937",2005,alley_north,319,whib,2005-03-25,0,NA,NA,NA
"6938",2005,alley_north,320,whib,2005-03-25,2,NA,NA,NA
"6939",2005,alley_north,321,whib,2005-03-25,NA,1,NA,NA
"6940",2005,alley_north,322,whib,2005-03-25,0,NA,NA,NA
"6941",2005,alley_north,323,whib,2005-03-25,0,NA,NA,NA
"6942",2005,alley_north,324,whib,2005-03-25,NA,2,NA,NA
"6943",2005,alley_north,325,whib,2005-03-25,0,NA,NA,NA
"6944",2005,alley_north,326,whib,2005-03-25,0,NA,NA,NA
"6945",2005,alley_north,327,whib,2005-03-25,0,NA,NA,NA
"6946",2005,alley_north,328,whib,2005-03-25,0,NA,NA,NA
"6947",2005,alley_north,329,whib,2005-03-25,NA,2,NA,NA
"6948",2005,alley_north,330,whib,2005-03-25,NA,2,NA,NA
"6949",2005,alley_north,331,whib,2005-03-25,NA,2,NA,NA
"6950",2005,alley_north,332,whib,2005-03-25,2,NA,NA,"1e hatching"
"6951",2005,alley_north,333,whib,2005-03-25,0,NA,NA,NA
"6952",2005,alley_north,334,whib,2005-03-25,0,NA,NA,NA
"6953",2005,alley_north,335,whib,2005-03-25,NA,2,NA,NA
"6954",2005,alley_north,336,whib,2005-03-25,0,NA,NA,NA
"6955",2005,alley_north,337,whib,2005-03-25,0,NA,NA,NA
"6956",2005,alley_north,338,whib,2005-03-25,0,NA,NA,NA
"6957",2005,alley_north,339,whib,2005-03-25,NA,2,NA,NA
"6958",2005,alley_north,340,whib,2005-03-25,NA,0,NA,NA
"6959",2005,alley_north,341,whib,2005-03-25,NA,2,NA,NA
"6960",2005,alley_north,342,whib,2005-03-25,3,NA,NA,"1e pipping"
"6961",2005,alley_north,343,whib,2005-03-25,0,NA,NA,NA
"6962",2005,alley_north,344,whib,2005-03-25,0,NA,NA,NA
"6963",2005,alley_north,345,whib,2005-03-25,NA,3,NA,NA
"6964",2005,alley_north,346,whib,2005-03-25,0,NA,NA,NA
"6965",2005,alley_north,347,whib,2005-03-25,1,1,NA,NA
"6966",2005,alley_north,348,whib,2005-03-25,0,NA,NA,NA
"6967",2005,alley_north,349,whib,2005-03-25,0,NA,NA,NA
"6968",2005,alley_north,350,whib,2005-03-25,0,NA,NA,NA
"6969",2005,alley_north,351,whib,2005-03-25,NA,3,NA,NA
"6970",2005,alley_north,352,whib,2005-03-25,NA,3,NA,NA
"6971",2005,alley_north,353,whib,2005-03-25,0,NA,NA,NA
"6972",2005,alley_north,354,whib,2005-03-25,0,NA,NA,NA
"6973",2005,alley_north,355,whib,2005-03-25,0,NA,NA,NA
"6974",2005,alley_north,356,whib,2005-03-25,0,NA,NA,NA
"6975",2005,alley_north,357,whib,2005-03-25,1,2,NA,"1e pipping"
"6976",2005,alley_north,358,whib,2005-03-25,0,NA,NA,NA
"6977",2005,alley_north,359,whib,2005-03-25,0,NA,NA,NA
"6978",2005,alley_north,360,whib,2005-03-25,0,NA,NA,NA
"6979",2005,alley_north,361,whib,2005-03-25,0,NA,NA,NA
"6980",2005,alley_north,362,whib,2005-03-25,1,2,NA,NA
"6981",2005,alley_north,363,whib,2005-03-25,0,NA,NA,NA
"6982",2005,alley_north,364,whib,2005-03-25,2,1,NA,NA
"6983",2005,alley_north,365,whib,2005-03-25,0,NA,NA,NA
"6984",2005,alley_north,366,whib,2005-03-25,0,NA,NA,NA
"6985",2005,alley_north,367,whib,2005-03-25,1,1,NA,"1e hatching"
"6986",2005,alley_north,368,whib,2005-03-25,0,NA,NA,NA
"6987",2005,alley_north,369,whib,2005-03-25,0,NA,NA,NA
"6988",2005,alley_north,370,whib,2005-03-25,0,NA,NA,NA
"6989",2005,alley_north,371,whib,2005-03-25,0,NA,NA,NA
"6990",2005,alley_north,372,whib,2005-03-25,0,NA,NA,NA
"6991",2005,alley_north,373,whib,2005-03-25,0,NA,NA,NA
"6992",2005,alley_north,375,whib,2005-03-25,NA,2,NA,NA
"6993",2005,alley_north,376,whib,2005-03-25,0,NA,NA,NA
"6994",2005,alley_north,377,whib,2005-03-25,NA,2,NA,NA
"6995",2005,alley_north,378,whib,2005-03-25,1,NA,NA,NA
"6996",2005,alley_north,381,whib,2005-03-25,0,1,NA,"1e dead"
"6997",2005,alley_north,382,whib,2005-03-25,2,NA,NA,NA
"6998",2005,alley_north,383,whib,2005-03-25,1,1,NA,NA
"6999",2005,alley_north,522,whib,2005-03-25,1,2,NA,NA
"7000",2005,alley_north,523,whib,2005-03-25,1,2,NA,NA
"7001",2005,alley_north,524,whib,2005-03-25,1,1,NA,NA
"7002",2005,alley_north,525,whib,2005-03-25,1,2,NA,"1e pipping"
"7003",2005,alley_north,526,whib,2005-03-25,NA,1,NA,NA
"7004",2005,alley_north,527,whib,2005-03-25,0,NA,NA,NA
"7005",2005,alley_north,530,whib,2005-03-25,NA,2,NA,NA
"7006",2005,alley_north,531,whib,2005-03-25,NA,2,NA,NA
"7007",2005,alley_north,532,whib,2005-03-25,NA,0,NA,"1 dead chick"
"7008",2005,alley_north,533,whib,2005-03-25,0,NA,NA,NA
"7009",2005,alley_north,534,whib,2005-03-25,1,2,NA,NA
"7010",2005,alley_north,535,whib,2005-03-25,0,NA,NA,NA
"7011",2005,alley_north,536,whib,2005-03-25,NA,2,NA,NA
"7012",2005,alley_north,537,whib,2005-03-25,NA,3,NA,NA
"7013",2005,alley_north,538,whib,2005-03-25,0,NA,NA,NA
"7014",2005,alley_north,539,whib,2005-03-25,NA,2,NA,NA
"7015",2005,alley_north,540,whib,2005-03-25,0,NA,NA,NA
"7016",2005,alley_north,541,whib,2005-03-25,1,1,NA,NA
"7017",2005,alley_north,542,whib,2005-03-25,0,NA,NA,NA
"7018",2005,alley_north,543,whib,2005-03-25,1,2,NA,"1e pipping"
"7019",2005,alley_north,544,whib,2005-03-25,0,NA,NA,NA
"7020",2005,alley_north,545,whib,2005-03-25,NA,1,NA,NA
"7021",2005,alley_north,546,whib,2005-03-25,1,2,NA,NA
"7022",2005,alley_north,547,whib,2005-03-25,0,NA,NA,NA
"7023",2005,alley_north,548,whib,2005-03-25,1,1,NA,NA
"7024",2005,alley_north,549,whib,2005-03-25,0,NA,NA,NA
"7025",2005,alley_north,550,whib,2005-03-25,1,2,NA,NA
"7026",2005,alley_north,551,whib,2005-03-25,0,NA,NA,NA
"7027",2005,alley_north,552,whib,2005-03-25,0,NA,NA,NA
"7028",2005,alley_north,553,whib,2005-03-25,1,2,NA,NA
"7029",2005,alley_north,554,whib,2005-03-25,0,NA,NA,NA
"7030",2005,alley_north,555,whib,2005-03-25,1,2,NA,NA
"7031",2005,alley_north,556,whib,2005-03-25,0,NA,NA,NA
"7032",2005,alley_north,557,whib,2005-03-25,NA,1,NA,NA
"7033",2005,alley_north,558,whib,2005-03-25,1,2,NA,NA
"7034",2005,alley_north,559,whib,2005-03-25,NA,3,NA,NA
"7035",2005,alley_north,560,whib,2005-03-25,0,NA,NA,NA
"7036",2005,alley_north,561,whib,2005-03-25,0,NA,NA,NA
"7037",2005,alley_north,562,whib,2005-03-25,0,NA,NA,NA
"7038",2005,alley_north,563,whib,2005-03-25,0,NA,NA,NA
"7039",2005,alley_north,564,whib,2005-03-25,NA,2,NA,NA
"7040",2005,alley_north,565,whib,2005-03-25,0,NA,NA,NA
"7041",2005,alley_north,566,whib,2005-03-25,1,1,NA,NA
"7042",2005,alley_north,123,whib,2005-03-30,NA,2,NA,NA
"7043",2005,alley_north,135,whib,2005-03-30,1,2,NA,NA
"7044",2005,alley_north,136,whib,2005-03-30,NA,1,NA,NA
"7045",2005,alley_north,137,whib,2005-03-30,NA,2,NA,NA
"7046",2005,alley_north,144,whib,2005-03-30,NA,1,NA,NA
"7047",2005,alley_north,146,whib,2005-03-30,NA,2,NA,NA
"7048",2005,alley_north,150,whib,2005-03-30,NA,2,NA,NA
"7049",2005,alley_north,155,whib,2005-03-30,NA,2,NA,NA
"7050",2005,alley_north,157,whib,2005-03-30,NA,2,NA,NA
"7051",2005,alley_north,164,whib,2005-03-30,NA,1,NA,NA
"7052",2005,alley_north,170,whib,2005-03-30,NA,2,NA,NA
"7053",2005,alley_north,171,whib,2005-03-30,NA,1,NA,NA
"7054",2005,alley_north,201,whib,2005-03-30,1,NA,NA,NA
"7055",2005,alley_north,202,whib,2005-03-30,2,1,NA,NA
"7056",2005,alley_north,215,whib,2005-03-30,NA,3,NA,NA
"7057",2005,alley_north,216,whib,2005-03-30,NA,2,NA,NA
"7058",2005,alley_north,231,whib,2005-03-30,NA,1,NA,NA
"7059",2005,alley_north,237,whib,2005-03-30,NA,2,NA,NA
"7060",2005,alley_north,320,whib,2005-03-30,2,NA,NA,NA
"7061",2005,alley_north,321,whib,2005-03-30,NA,1,NA,NA
"7062",2005,alley_north,324,whib,2005-03-30,NA,2,NA,NA
"7063",2005,alley_north,140,whib,2005-03-30,NA,2,NA,NA
"7064",2005,alley_north,329,whib,2005-03-30,NA,2,NA,NA
"7065",2005,alley_north,330,whib,2005-03-30,NA,2,NA,NA
"7066",2005,alley_north,331,whib,2005-03-30,NA,2,NA,NA
"7067",2005,alley_north,332,whib,2005-03-30,1,NA,NA,NA
"7068",2005,alley_north,335,whib,2005-03-30,NA,2,NA,NA
"7069",2005,alley_north,345,whib,2005-03-30,NA,2,NA,NA
"7070",2005,alley_north,339,whib,2005-03-30,NA,2,NA,NA
"7071",2005,alley_north,341,whib,2005-03-30,NA,2,NA,NA
"7072",2005,alley_north,351,whib,2005-03-30,NA,2,NA,NA
"7073",2005,alley_north,352,whib,2005-03-30,NA,1,NA,NA
"7074",2005,alley_north,357,whib,2005-03-30,NA,3,NA,NA
"7075",2005,alley_north,362,whib,2005-03-30,NA,3,NA,NA
"7076",2005,alley_north,367,whib,2005-03-30,NA,1,NA,NA
"7077",2005,alley_north,375,whib,2005-03-30,NA,2,NA,NA
"7078",2005,alley_north,378,whib,2005-03-30,NA,1,NA,NA
"7079",2005,alley_north,382,whib,2005-03-30,1,1,NA,NA
"7080",2005,alley_north,383,whib,2005-03-30,NA,2,NA,NA
"7081",2005,alley_north,522,whib,2005-03-30,NA,3,NA,NA
"7082",2005,alley_north,523,whib,2005-03-30,NA,3,NA,NA
"7083",2005,alley_north,524,whib,2005-03-30,NA,1,NA,NA
"7084",2005,alley_north,526,whib,2005-03-30,NA,1,NA,NA
"7085",2005,alley_north,530,whib,2005-03-30,NA,2,NA,NA
"7086",2005,alley_north,531,whib,2005-03-30,NA,2,NA,NA
"7087",2005,alley_north,537,whib,2005-03-30,NA,1,NA,NA
"7088",2005,alley_north,539,whib,2005-03-30,NA,1,NA,NA
"7089",2005,alley_north,541,whib,2005-03-30,1,1,NA,NA
"7090",2005,alley_north,543,whib,2005-03-30,NA,2,NA,NA
"7091",2005,alley_north,547,whib,2005-03-30,NA,2,NA,NA
"7092",2005,alley_north,548,whib,2005-03-30,NA,3,NA,NA
"7093",2005,alley_north,550,whib,2005-03-30,1,2,NA,NA
"7094",2005,alley_north,553,whib,2005-03-30,NA,2,NA,NA
"7095",2005,alley_north,556,whib,2005-03-30,NA,2,NA,NA
"7096",2005,alley_north,559,whib,2005-03-30,NA,2,NA,NA
"7097",2005,alley_north,564,whib,2005-03-30,NA,2,NA,NA
"7098",2005,alley_north,566,whib,2005-03-30,NA,2,NA,NA
"7099",2005,alley_north,630,whib,2005-03-30,NA,2,NA,NA
"7100",2005,alley_north,427,whib,2005-03-30,NA,1,NA,NA
"7101",2005,alley_north,428,whib,2005-03-30,NA,2,NA,NA
"7102",2005,alley_north,435,whib,2005-03-30,NA,2,NA,NA
"7103",2005,alley_north,436,whib,2005-03-30,NA,3,NA,NA
"7104",2005,alley_north,429,whib,2005-03-30,NA,2,NA,NA
"7105",2005,alley_north,437,whib,2005-03-30,NA,2,NA,NA
"7106",2005,alley_north,438,whib,2005-03-30,NA,2,NA,NA
"7107",2005,alley_north,598,whib,2005-03-30,NA,1,NA,NA
"7108",2005,alley_north,123,whib,2005-04-04,NA,1,NA,NA
"7109",2005,alley_north,135,whib,2005-04-04,1,2,NA,NA
"7110",2005,alley_north,136,whib,2005-04-04,NA,1,NA,NA
"7111",2005,alley_north,137,whib,2005-04-04,0,NA,NA,NA
"7112",2005,alley_north,144,whib,2005-04-04,NA,1,NA,NA
"7113",2005,alley_north,146,whib,2005-04-04,NA,2,NA,NA
"7114",2005,alley_north,150,whib,2005-04-04,NA,0,NA,NA
"7115",2005,alley_north,155,whib,2005-04-04,NA,1,NA,NA
"7116",2005,alley_north,157,whib,2005-04-04,NA,2,NA,NA
"7117",2005,alley_north,164,whib,2005-04-04,NA,1,NA,NA
"7118",2005,alley_north,170,whib,2005-04-04,NA,2,NA,NA
"7119",2005,alley_north,171,whib,2005-04-04,NA,1,NA,NA
"7120",2005,alley_north,201,whib,2005-04-04,0,NA,NA,NA
"7121",2005,alley_north,202,whib,2005-04-04,NA,2,NA,NA
"7122",2005,alley_north,215,whib,2005-04-04,NA,2,NA,NA
"7123",2005,alley_north,216,whib,2005-04-04,NA,1,NA,NA
"7124",2005,alley_north,231,whib,2005-04-04,NA,0,NA,NA
"7125",2005,alley_north,237,whib,2005-04-04,0,NA,NA,NA
"7126",2005,alley_north,320,whib,2005-04-04,1,0,NA,"still active"
"7127",2005,alley_north,321,whib,2005-04-04,0,0,NA,NA
"7128",2005,alley_north,324,whib,2005-04-04,NA,2,NA,NA
"7129",2005,alley_north,140,whib,2005-04-04,NA,0,NA,NA
"7130",2005,alley_north,329,whib,2005-04-04,NA,1,NA,NA
"7131",2005,alley_north,330,whib,2005-04-04,NA,0,NA,"1c on ground"
"7132",2005,alley_north,331,whib,2005-04-04,NA,1,NA,NA
"7133",2005,alley_north,332,whib,2005-04-04,NA,2,NA,NA
"7134",2005,alley_north,335,whib,2005-04-04,NA,2,NA,NA
"7135",2005,alley_north,345,whib,2005-04-04,NA,2,NA,NA
"7136",2005,alley_north,339,whib,2005-04-04,NA,0,NA,NA
"7137",2005,alley_north,341,whib,2005-04-04,NA,0,NA,NA
"7138",2005,alley_north,351,whib,2005-04-04,NA,2,NA,NA
"7139",2005,alley_north,352,whib,2005-04-04,NA,0,NA,NA
"7140",2005,alley_north,357,whib,2005-04-04,NA,2,NA,NA
"7141",2005,alley_north,362,whib,2005-04-04,NA,1,NA,NA
"7142",2005,alley_north,375,whib,2005-04-04,0,0,NA,NA
"7143",2005,alley_north,378,whib,2005-04-04,NA,1,NA,NA
"7144",2005,alley_north,382,whib,2005-04-04,0,0,NA,NA
"7145",2005,alley_north,383,whib,2005-04-04,NA,2,NA,NA
"7146",2005,alley_north,522,whib,2005-04-04,NA,2,NA,NA
"7147",2005,alley_north,523,whib,2005-04-04,NA,2,NA,NA
"7148",2005,alley_north,524,whib,2005-04-04,NA,4,NA,NA
"7149",2005,alley_north,526,whib,2005-04-04,NA,1,NA,NA
"7150",2005,alley_north,530,whib,2005-04-04,NA,0,NA,NA
"7151",2005,alley_north,531,whib,2005-04-04,NA,0,NA,NA
"7152",2005,alley_north,537,whib,2005-04-04,NA,1,NA,NA
"7153",2005,alley_north,539,whib,2005-04-04,NA,1,NA,NA
"7154",2005,alley_north,541,whib,2005-04-04,NA,1,NA,NA
"7155",2005,alley_north,543,whib,2005-04-04,0,1,NA,"1e dead"
"7156",2005,alley_north,548,whib,2005-04-04,NA,1,NA,NA
"7157",2005,alley_north,550,whib,2005-04-04,NA,2,NA,NA
"7158",2005,alley_north,553,whib,2005-04-04,NA,0,NA,"bones in nest"
"7159",2005,alley_north,564,whib,2005-04-04,NA,1,NA,NA
"7160",2005,alley_north,566,whib,2005-04-04,NA,2,NA,NA
"7161",2005,alley_north,427,whib,2005-04-04,NA,1,NA,NA
"7162",2005,alley_north,428,whib,2005-04-04,NA,2,NA,NA
"7163",2005,alley_north,436,whib,2005-04-04,NA,2,NA,NA
"7164",2005,alley_north,429,whib,2005-04-04,NA,2,NA,NA
"7165",2005,alley_north,437,whib,2005-04-04,NA,2,NA,NA
"7166",2005,alley_north,438,whib,2005-04-04,NA,0,NA,"1 dead chick"
"7167",2005,alley_north,206,whib,2005-04-04,NA,1,NA,NA
"7168",2005,alley_north,536,whib,2005-04-04,0,0,NA,NA
"7169",2005,alley_north,230,whib,2005-04-04,NA,1,NA,NA
"7170",2005,alley_north,132,whib,2005-04-04,NA,1,NA,NA
"7171",2005,alley_north,276,whib,2005-04-04,NA,0,NA,NA
"7172",2005,alley_north,435,whib,2005-04-04,NA,2,NA,NA
"7173",2005,alley_north,52,whib,2005-03-25,0,NA,NA,NA
"7174",2005,alley_north,53,whib,2005-03-25,0,NA,NA,NA
"7175",2005,alley_north,54,whib,2005-03-25,0,NA,NA,NA
"7176",2005,alley_north,55,whib,2005-03-25,0,NA,NA,NA
"7177",2005,alley_north,56,greg,2005-03-25,0,NA,NA,NA
"7178",2005,alley_north,57,smhe,2005-03-25,0,NA,NA,NA
"7179",2005,alley_north,58,whib,2005-03-25,1,2,NA,"1E PIPPING; CHICKS NEW"
"7180",2005,alley_north,59,whib,2005-03-25,0,NA,NA,NA
"7181",2005,alley_north,60,whib,2005-03-25,0,NA,NA,NA
"7182",2005,alley_north,61,smhe,2005-03-25,0,NA,NA,NA
"7183",2005,alley_north,62,greg,2005-03-25,0,NA,NA,NA
"7184",2005,alley_north,63,greg,2005-03-25,0,NA,NA,NA
"7185",2005,alley_north,64,smhe,2005-03-25,0,NA,NA,NA
"7186",2005,alley_north,65,smhe,2005-03-25,0,NA,NA,NA
"7187",2005,alley_north,66,whib,2005-03-25,0,NA,NA,NA
"7188",2005,alley_north,67,whib,2005-03-25,0,NA,NA,NA
"7189",2005,alley_north,68,smhe,2005-03-25,0,NA,NA,NA
"7190",2005,alley_north,69,greg,2005-03-25,0,NA,NA,NA
"7191",2005,alley_north,70,smhe,2005-03-25,0,NA,NA,NA
"7192",2005,alley_north,71,whib,2005-03-25,0,NA,NA,NA
"7193",2005,alley_north,72,greg,2005-03-25,0,NA,NA,NA
"7194",2005,alley_north,73,greg,2005-03-25,0,NA,NA,NA
"7195",2005,alley_north,74,greg,2005-03-25,0,NA,NA,NA
"7196",2005,alley_north,75,greg,2005-03-25,0,NA,NA,NA
"7197",2005,alley_north,76,greg,2005-03-25,3,NA,NA,NA
"7198",2005,alley_north,77,greg,2005-03-25,0,NA,NA,NA
"7199",2005,alley_north,78,smhe,2005-03-25,0,NA,NA,NA
