,species,x,y,additional_observations,classification_id,user_name,created_at,subject_ids,image_utm_left,image_utm_bottom,image_utm_right,image_utm_top,site,event,resolution,subject_reference,label,behavior
300,White Ibis ,1090.3419189453125,1222.7152099609375,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
301,White Ibis ,1151.4906005859375,1200.66162109375,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
302,White Ibis ,993.1056518554688,1358.044189453125,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
303,White Ibis ,1101.778076171875,974.4667358398438,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
304,Unknown ,940.3858032226562,1024.5885009765625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
305,Unknown ,742.9058227539062,969.4545288085938,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
306,Unknown ,778.9935302734375,888.2572021484375,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
307,Unknown ,799.0422973632812,980.4813232421875,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
308,White Ibis ,873.7805786132812,810.3887329101562,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
309,White Ibis ,643.2201538085938,867.5276489257812,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
310,White Ibis ,600.1153564453125,796.3546142578125,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
311,White Ibis ,699.3565673828125,843.4691772460938,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
312,White Ibis ,748.4760131835938,815.4009399414062,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
313,White Ibis ,404.45159912109375,1280.185546875,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
314,White Ibis ,315.2347412109375,966.4228515625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
315,White Ibis ,184.91799926757812,903.2693481445312,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
316,Unknown ,464.5978088378906,1062.65673828125,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
317,White Ibis ,432.9136047363281,1443.0201416015625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
318,White Ibis ,388.2550354003906,1435.874755859375,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
319,White Ibis ,310.5491638183594,1419.7977294921875,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
320,White Ibis ,264.1042785644531,1401.9342041015625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
321,White Ibis ,145.99745178222656,1356.57177734375,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
322,White Ibis ,51.321319580078125,1143.10400390625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
323,White Ibis ,30.44066619873047,1007.3532104492188,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
324,White Ibis ,178.43955993652344,771.9938354492188,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
325,White Ibis ,31.46843719482422,853.1876831054688,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
326,White Ibis ,18.52480125427246,208.27125549316406,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
327,White Ibis ,20.580341339111328,125.02188110351562,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Roosting, Roosting
328,White Ibis ,759.4120483398438,414.436767578125,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
329,White Ibis ,634.0241088867188,340.43731689453125,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
330,White Ibis ,827.244873046875,281.85443115234375,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
331,White Ibis ,868.355712890625,241.77139282226562,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
332,White Ibis ,809.7728271484375,72.1893310546875,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
333,White Ibis ,1230.7169189453125,523.4087524414062,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
334,White Ibis ,1401.9388427734375,239.46536254882812,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
335,White Ibis ,1472.85498046875,181.91024780273438,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
336,Unknown ,1147.0518798828125,55.49452590942383,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
337,Unknown ,1087.80224609375,415.994384765625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
338,Unknown ,1070.330078125,695.5478515625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
339,White Ibis ,817.1068115234375,1457.048583984375,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,White Ibis - Nesting, Nesting
340,Unknown ,703.7798461914062,8.188563346862793,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
341,Unknown ,409.9142150878906,52.9571533203125,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
342,Unknown ,175.7400665283203,116.09234619140625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
343,Unknown ,76.59385681152344,579.4713134765625,Yes,238145220,Mack24601,2020-05-12 15:21:49 UTC,43846278,545857.2750209689,2889262.052015324,545873.1415172152,2889277.9079409535,6thBridge,03112020,0.010570617086130553,358,Unknown - White - Small - Nesting, White - Small - Nesting
344,,,,No,238145375,Mack24601,2020-05-12 15:22:09 UTC,43846803,545793.8513184522,2888960.7894283696,545809.7072440813,2888976.645353999,6thBridge,03112020,0.010570617086130553,540,,
345,,,,No,238145492,Mack24601,2020-05-12 15:22:26 UTC,43846957,545667.0039134185,2889166.916461549,545682.8598390477,2889182.772387178,6thBridge,03112020,0.010570617086130553,612,,
346,White Ibis ,1342.790283203125,23.700592041015625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
347,White Ibis ,1385.3966064453125,164.6295166015625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
348,White Ibis ,1354.807373046875,144.96502685546875,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
349,White Ibis ,1167.99462890625,85.75302124023438,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
350,White Ibis ,1139.5902099609375,105.41751098632812,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
351,White Ibis ,1135.220458984375,195.000244140625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
352,White Ibis ,1177.826904296875,158.94866943359375,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
353,White Ibis ,1304.1461181640625,314.5010681152344,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
354,White Ibis ,851.7081298828125,413.8167419433594,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
355,White Ibis ,981.6767578125,456.7309265136719,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
356,White Ibis ,930.1798095703125,499.6451110839844,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
357,White Ibis ,965.7371826171875,509.4540710449219,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
358,White Ibis ,854.160400390625,549.916015625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
359,White Ibis ,879.9088745117188,607.5436401367188,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
360,White Ibis ,886.0394897460938,657.8145141601562,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
361,White Ibis ,954.7021484375,603.865234375,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
362,White Ibis ,1003.7469482421875,630.8399047851562,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
363,White Ibis ,1069.9573974609375,507.0018005371094,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
364,White Ibis ,1082.218505859375,537.6548461914062,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
365,White Ibis ,1096.9320068359375,563.4033203125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
366,White Ibis ,1141.072265625,508.2279357910156,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
367,White Ibis ,1161.916259765625,451.8264465332031,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
368,White Ibis ,1258.77978515625,530.298095703125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
369,White Ibis ,1202.3782958984375,549.916015625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
370,White Ibis ,1148.428955078125,579.3428955078125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
371,White Ibis ,1126.35888671875,616.12646484375,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
372,White Ibis ,1192.5693359375,636.970458984375,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
373,White Ibis ,1261.23193359375,587.9257202148438,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
374,White Ibis ,1350.7386474609375,591.6040649414062,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
375,White Ibis ,1101.83642578125,664.1903076171875,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
376,White Ibis ,969.4156494140625,719.3656616210938,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
377,White Ibis ,970.6417236328125,769.6365356445312,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
378,White Ibis ,1301.6939697265625,724.2701416015625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
379,White Ibis ,1236.7095947265625,956.6910400390625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
380,White Ibis ,844.3514404296875,979.7305908203125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
381,White Ibis ,846.8036499023438,1098.6641845703125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
382,White Ibis ,737.6790771484375,1183.266357421875,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
383,White Ibis ,791.6282958984375,1195.527587890625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
384,White Ibis ,754.8447265625,1280.1298828125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
385,White Ibis ,790.4021606445312,1334.0791015625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
386,White Ibis ,700.8955078125,1346.34033203125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
387,White Ibis ,615.848388671875,1242.1201171875,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
388,White Ibis ,623.205078125,1134.2216796875,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
389,White Ibis ,655.084228515625,1092.5335693359375,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
390,White Ibis ,608.49169921875,1071.6895751953125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
391,White Ibis ,602.361083984375,1037.358154296875,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
392,White Ibis ,583.9692993164062,1015.2880859375,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
393,White Ibis ,129.255859375,1184.030517578125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
394,White Ibis ,55.688720703125,1073.6798095703125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
395,White Ibis ,98.60287475585938,1066.3231201171875,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
396,White Ibis ,53.236480712890625,882.4052124023438,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
397,White Ibis ,259.60662841796875,1002.0404052734375,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
398,White Ibis ,422.68048095703125,1086.642578125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
399,White Ibis ,327.88720703125,778.6641845703125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
400,White Ibis ,413.71551513671875,809.3171997070312,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
401,White Ibis ,558.3976440429688,790.9254150390625,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
402,White Ibis ,660.5304565429688,863.5687255859375,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
403,White Ibis ,678.9222412109375,950.6231689453125,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
404,White Ibis ,724.2886962890625,945.7186889648438,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
405,White Ibis ,775.7857055664062,943.2664794921875,Yes,238147268,Kris_Corbett,2020-05-12 15:26:45 UTC,43847128,546015.8342772608,2889119.3486846616,546031.69020289,2889135.204610291,6thBridge,03112020,0.010570617086130553,690,White Ibis - Nesting, Nesting
